Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition
2005062086661,7-Jun-05,5/31/2005 0:00,RDU,Raleigh-Durham International,Delta Air Lines,Property Damage,Checked Baggage,Other,50.00 ,Approved,50.00 ,Approve in Full
2005062086664,7-Jun-05,5/24/2005 0:00,SEA,Seattle-Tacoma International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,15.00 ,Approved,15.00 ,Approve in Full
2005062086706,7-Jun-05,5/18/2005 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Other,32.01 ,Approved,32.01 ,Approve in Full
2005062186749,7-Jun-05,5/24/2005 0:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checked Baggage,Locks,10.16 ,Approved,10.16 ,Approve in Full
2005062186752,7-Jun-05,5/24/2005 0:00,ORD,Chicago O'Hare International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,37.50 ,Approved,37.50 ,Approve in Full
2005062186763,7-Jun-05,5/23/2005 0:00,PDX,Portland International,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,31.98 ,Approved,31.98 ,Approve in Full
2005062186772,7-Jun-05,3/18/2005 0:00,HNL,Honolulu International Airport,UAL,Passenger Property Loss,Checked Baggage,DVD/CD Players,53.64 ,Approved,53.64 ,Approve in Full
2005061686465,7-Jun-05,5/26/2005 0:00,PIE,St. Petersburg-Clearwater International,Hooters Air (PACE),Property Damage,Checked Baggage,Luggage (all types including footlockers),250.00 ,Denied,0.00 ,Deny
2005061686472,7-Jun-05,5/15/2005 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,549.00 ,Denied,0.00 ,Deny
2005061686482,7-Jun-05,4/16/2005 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,324.00 ,Denied,0.00 ,Deny
2005061686487,7-Jun-05,5/14/2005 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,85.00 ,Denied,0.00 ,Deny
2005061686493,7-Jun-05,4/14/2005 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checkpoint,Other,319.99 ,Denied,0.00 ,Deny
2005061686494,7-Jun-05,5/6/2005 0:00,LAS,McCarran International,Tran Meridian Airlines,Passenger Property Loss,Checked Baggage,Currency,70.00 ,Denied,0.00 ,Deny
2005061686495,7-Jun-05,5/18/2005 0:00,LGA,LaGuardia,Air Canada,Property Damage,Checked Baggage,Luggage (all types including footlockers),375.00 ,Denied,0.00 ,Deny
2005061686496,7-Jun-05,5/16/2005 0:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,150.00 ,Denied,0.00 ,Deny
2005061686498,7-Jun-05,5/25/2005 0:00,SDF,Louisville International,USAir,Passenger Property Loss,Checkpoint,Currency,100.00 ,Denied,0.00 ,Deny
2005061686500,7-Jun-05,5/23/2005 0:00,STL,Lambert St. Louis International,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,140.00 ,Denied,0.00 ,Deny
2005061686504,7-Jun-05,4/24/2005 0:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,250.00 ,Denied,0.00 ,Deny
2005061686508,7-Jun-05,4/19/2005 0:00,BDL,Bradley International Airport,American Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),600.00 ,Denied,0.00 ,Deny
2005061786520,7-Jun-05,5/21/2005 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,134.66 ,Denied,0.00 ,Deny
2005061786521,7-Jun-05,4/27/2005 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Other,141.00 ,Denied,0.00 ,Deny
2005061786522,7-Jun-05,5/15/2005 0:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,10.00 ,Denied,0.00 ,Deny
2005061786526,7-Jun-05,5/7/2005 0:00,EUG,Eugene Airport/Mahlon Sweet Field,Alaska Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,275.10 ,Denied,0.00 ,Deny
2005061786529,7-Jun-05,5/10/2005 0:00,LAX,Los Angeles International Airport,American West,Property Damage,Checked Baggage,Computer - Laptop,1879.50 ,Denied,0.00 ,Deny
2005061786531,7-Jun-05,5/21/2005 0:00,BTV,Burlington; VT,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,65.00 ,Denied,0.00 ,Deny
2005061786533,7-Jun-05,4/27/2005 0:00,PDX,Portland International,Southwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,1000.00 ,Denied,0.00 ,Deny
2005061786535,7-Jun-05,5/28/2005 0:00,HOU,William P. Hobby,Continental Airlines,Property Damage,Checked Baggage,Locks,100.00 ,Denied,0.00 ,Deny
2005061786538,7-Jun-05,5/15/2005 0:00,ELP,El Paso International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),50.00 ,Denied,0.00 ,Deny
2005061786539,7-Jun-05,5/27/2005 0:00,MIA,Miami International Airport,American Eagle,Passenger Property Loss,Checked Baggage,Other,36.75 ,Denied,0.00 ,Deny
2005061786541,7-Jun-05,5/18/2005 0:00,BOS,Boston (Logan) International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,24.50 ,Denied,0.00 ,Deny
2005061786542,7-Jun-05,5/20/2005 0:00,SBA,Santa Barbara Municipal,America West,Property Damage,Checked Baggage,Computer - Laptop,1560.00 ,Denied,0.00 ,Deny
2005061786552,7-Jun-05,4/23/2005 0:00,GNV,Gainesville Regional,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),1055.74 ,Denied,0.00 ,Deny
2005061786553,7-Jun-05,5/10/2005 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,78.59 ,Denied,0.00 ,Deny
2005061786556,7-Jun-05,4/26/2005 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,300.00 ,Denied,0.00 ,Deny
2005061786557,7-Jun-05,5/26/2005 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,106.00 ,Denied,0.00 ,Deny
2005061786559,7-Jun-05,3/31/2005 0:00,PHL,Philadelphia International Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Locks,100.00 ,Denied,0.00 ,Deny
2005061786561,7-Jun-05,5/2/2005 0:00,HNL,Honolulu International Airport,Aloha Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),20.00 ,Denied,0.00 ,Deny
2005061786564,7-Jun-05,4/29/2005 0:00,TLH,Tallahassee Regional,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,1649.00 ,Denied,0.00 ,Deny
2005061786565,7-Jun-05,4/29/2005 0:00,JFK,John F. Kennedy International,UAL,Property Damage,Checked Baggage,Locks,60.00 ,Denied,0.00 ,Deny
2005061786567,7-Jun-05,4/29/2005 0:00,LAS,McCarran International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,67.96 ,Denied,0.00 ,Deny
2005062086590,7-Jun-05,5/27/2005 0:00,LBB,Lubbock International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Other,6.61 ,Denied,0.00 ,Deny
2005062086595,7-Jun-05,4/29/2005 0:00,PHX,Phoenix Sky Harbor International,American West,Property Damage,Checkpoint,Other,85.00 ,Denied,0.00 ,Deny
2005062086603,7-Jun-05,4/13/2005 0:00,MIA,Miami International Airport,Air France,Passenger Property Loss,Checkpoint,Cameras - Digital,55.00 ,Denied,0.00 ,Deny
2005062086620,7-Jun-05,5/26/2005 0:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Other,12.99 ,Denied,0.00 ,Deny
2005062086642,7-Jun-05,5/9/2005 0:00,HOU,William P. Hobby,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.00 ,Denied,0.00 ,Deny
2005062086645,7-Jun-05,5/22/2005 0:00,PIT,Pittsburgh International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,500.00 ,Denied,0.00 ,Deny
2005062086647,7-Jun-05,6/14/2004 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,985.08 ,Denied,0.00 ,Deny
2005062086648,7-Jun-05,3/8/2005 0:00,IAD,Washington Dulles International,Independence Air,Property Damage,Checked Baggage,Luggage (all types including footlockers),251.99 ,Denied,0.00 ,Deny
2005062086653,7-Jun-05,5/27/2005 0:00,OKC,Will Rogers World,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,160.00 ,Denied,0.00 ,Deny
2005062086655,7-Jun-05,5/20/2005 0:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),600.00 ,Denied,0.00 ,Deny
2005062086667,7-Jun-05,4/27/2005 0:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,647.95 ,Denied,0.00 ,Deny
2005062086670,7-Jun-05,3/8/2005 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,DVD/CD Players,425.00 ,Denied,0.00 ,Deny
2005062086675,7-Jun-05,5/14/2005 0:00,LAX,Los Angeles International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,628.45 ,Denied,0.00 ,Deny
2005062086704,7-Jun-05,3/5/2005 0:00,RDU,Raleigh-Durham International,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1315.00 ,Denied,0.00 ,Deny
2005062086705,7-Jun-05,5/28/2005 0:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Photographic Film,65.00 ,Denied,0.00 ,Deny
2005062086707,7-Jun-05,5/19/2005 0:00,PHL,Philadelphia International Airport,Southwest Airlines,Property Damage,Checkpoint,PDA - Personal Data Assistants,210.94 ,Denied,0.00 ,Deny
2005062186716,7-Jun-05,5/5/2005 0:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,840.00 ,Denied,0.00 ,Deny
2005062186718,7-Jun-05,5/20/2005 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1624.89 ,Denied,0.00 ,Deny
2005062186720,7-Jun-05,2/16/2005 0:00,HNL,Honolulu International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Other,20.00 ,Denied,0.00 ,Deny
2005062186722,7-Jun-05,5/27/2005 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,520.00 ,Denied,0.00 ,Deny
2005062186724,7-Jun-05,5/19/2005 0:00,ALB,Albany International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),110.99 ,Denied,0.00 ,Deny
2005062186727,7-Jun-05,5/22/2005 0:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Medicines,695.00 ,Denied,0.00 ,Deny
2005062186761,7-Jun-05,4/24/2005 0:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,150.00 ,Denied,0.00 ,Deny
2005062186766,7-Jun-05,4/28/2005 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,204.03 ,Denied,0.00 ,Deny
2005062186778,7-Jun-05,3/17/2005 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,5.00 ,Denied,0.00 ,Deny
2005062186795,7-Jun-05,4/18/2005 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,190.48 ,Denied,0.00 ,Deny
2005062186797,7-Jun-05,3/23/2005 0:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),750.00 ,Denied,0.00 ,Deny
2005062186798,7-Jun-05,5/30/2005 0:00,SAV,Savannah International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),7.95 ,Denied,0.00 ,Deny
2005062186803,7-Jun-05,4/30/2005 0:00,OAK,Metropolitan Oakland International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,508.00 ,Denied,0.00 ,Deny
2005062186804,7-Jun-05,5/9/2005 0:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Other,48.00 ,Denied,0.00 ,Deny
2005062186807,7-Jun-05,12/8/2003 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,DVD/CD Players,1777.52 ,Denied,0.00 ,Deny
2005062186809,7-Jun-05,5/31/2005 0:00,IAD,Washington Dulles International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.00 ,Denied,0.00 ,Deny
2005062186810,7-Jun-05,5/30/2005 0:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),375.00 ,Denied,0.00 ,Deny
2005062186813,7-Jun-05,5/20/2005 0:00,MSO,Missoula International,UAL,Passenger Property Loss,Checked Baggage,Medicines,1200.00 ,Denied,0.00 ,Deny
2005062286868,7-Jun-05,5/15/2005 0:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,201.36 ,Denied,0.00 ,Deny
2005061586409,7-Jun-05,5/10/2005 0:00,SLC,Salt Lake City International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,99.99 ,Settled,50.00 ,Settle
2005061686479,7-Jun-05,5/12/2005 0:00,MCO,Orlando International Airport,Continental Express Inc,Property Damage,Checked Baggage,Luggage (all types including footlockers),250.00 ,Settled,225.00 ,Settle
2005061686480,7-Jun-05,5/29/2005 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),224.95 ,Settled,50.00 ,Settle
2005061686481,7-Jun-05,5/28/2005 0:00,STL,Lambert St. Louis International,American Airlines,Passenger Property Loss,Checkpoint,DVD/CD Players,401.78 ,Settled,200.89 ,Settle
2005061686488,7-Jun-05,5/12/2005 0:00,DAB,Daytona Beach International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),159.00 ,Settled,50.00 ,Settle
2005061686489,7-Jun-05,4/11/2005 0:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Other,275.00 ,Settled,137.50 ,Settle
2005061686497,7-Jun-05,5/30/2005 0:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.00 ,Settled,60.00 ,Settle
2005061786548,7-Jun-05,4/11/2005 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Other,129.46 ,Settled,9.46 ,Settle
2005061786554,7-Jun-05,5/27/2005 0:00,LGA,LaGuardia,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,569.98 ,Settled,366.47 ,Settle
2005061786575,7-Jun-05,5/13/2005 0:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),229.00 ,Settled,90.00 ,Settle
2005061786576,7-Jun-05,5/3/2005 0:00,DCA,Ronald Reagan Washington National Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,254.00 ,Settled,177.80 ,Settle
2005062086599,7-Jun-05,5/7/2005 0:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,230.00 ,Settled,115.00 ,Settle
2005062086600,7-Jun-05,4/5/2005 0:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),532.80 ,Settled,266.00 ,Settle
2005062086601,7-Jun-05,5/21/2005 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,924.51 ,Settled,212.25 ,Settle
2005062186730,7-Jun-05,6/10/2003 0:00,TRI,Tri-Cities Regional,Delta Air Lines,Passenger Property Loss,Other,Cameras - Digital,220.00 ,Settled,110.72 ,Settle
2005062186745,7-Jun-05,5/15/2005 0:00,CLT,Charlotte/Douglas International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),159.95 ,Settled,45.00 ,Settle
2005062186757,7-Jun-05,5/16/2005 0:00,EWR,Newark International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,71.28 ,Settled,35.64 ,Settle
2005062186784,7-Jun-05,4/17/2005 0:00,LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Locks,250.00 ,Settled,50.00 ,Settle
2005062186791,7-Jun-05,4/1/2005 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,417.44 ,Settled,208.72 ,Settle
2005062186806,7-Jun-05,5/7/2005 0:00,IAD,Washington Dulles International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),159.95 ,Settled,103.97 ,Settle
2005062086689,8-Jun-05,5/26/2005 0:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,16.46 ,Approved,16.46 ,Approve in Full
2005062086693,8-Jun-05,5/10/2005 0:00,SLC,Salt Lake City International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),39.99 ,Approved,39.99 ,Approve in Full
2005062086694,8-Jun-05,5/30/2005 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,Other,999.00 ,Approved,999.00 ,Approve in Full
2005062086695,8-Jun-05,5/26/2005 0:00,OKC,Will Rogers World,UAL,Passenger Property Loss,Checked Baggage,Currency,50.00 ,Approved,50.00 ,Approve in Full
2005062086697,8-Jun-05,1/25/2005 0:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,72.00 ,Approved,72.00 ,Approve in Full
2005062086700,8-Jun-05,5/8/2005 0:00,TPA,Tampa International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,94.26 ,Approved,94.26 ,Approve in Full
2005062086701,8-Jun-05,3/18/2005 0:00,MDW,Midway International Airport,UAL,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),5.00 ,Approved,5.00 ,Approve in Full
2005062086711,8-Jun-05,5/21/2005 0:00,LGA,LaGuardia,UAL,Passenger Property Loss,Checked Baggage,Locks,17.98 ,Approved,17.98 ,Approve in Full
2005062186755,8-Jun-05,5/26/2005 0:00,SAT,San Antonio International,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),71.99 ,Approved,71.99 ,Approve in Full
2005062186758,8-Jun-05,5/30/2005 0:00,LGA,LaGuardia,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,80.00 ,Approved,80.00 ,Approve in Full
2005062186762,8-Jun-05,5/15/2005 0:00,SMF,Sacramento International Airport,Southwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,180.71 ,Approved,180.71 ,Approve in Full
2005062186764,8-Jun-05,5/19/2005 0:00,MCO,Orlando International Airport,Air Atlantic Ltd,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,198.97 ,Approved,198.97 ,Approve in Full
